product_id,product_title,product_category,cnt,helpful_votes_cnt,total_votes_cnt,verified_purchase_cnt,vine_cnt,star_rating_mean,helpful_votes_mean,total_votes_mean,star_rating_with_verified_purchase_mean,star_rating_with_vine_mean,star_rating_with_votes_mean,star_rating_helpful_votes_weighted_mean,helpful_votes_ratio,verified_purchase_ratio,vine_ratio,percent_rank,label,product_category_idx,product_category_vec,unscaled_features,features,prediction
B00004ZBVL,House of Games,Video_DVD,67,185,354,26,0,4.253731343283582,2.7611940298507465,5.2835820895522385,4.653846153846154,,13.955223880597014,3.485663523165239,0.5225988700564972,0.3880597014925373,0.0,0.7578525753636427,0.7578525753636427,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.253731343283582, 67.0, 5.2835820895522385, 2.7611940298507465]","[2.287549822185683, 0.0, 8.459540449901077, 0.3009251799598408, 1.3827955797885794, 1.0229382612231563]",0.5942065920006212
B000053VAU,Desert Hearts,Video_DVD,41,361,432,12,0,4.414634146341464,8.804878048780488,10.536585365853659,4.416666666666667,,45.68292682926829,3.75890309534769,0.8356481481481481,0.2926829268292683,0.0,0.6404328578455485,0.6404328578455485,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.414634146341464, 41.0, 10.536585365853659, 8.804878048780488]","[2.287549822185683, 0.0, 8.779533336409958, 0.1841482444530369, 2.757588208722657, 3.2619390539491735]",0.7615297786796261
B00005BJ9G,Castlevania: Circle of the Moon,Video_Games,164,279,455,17,0,4.524390243902439,1.701219512195122,2.774390243902439,4.411764705882353,,12.463414634146341,3.852093557481179,0.6131868131868132,0.10365853658536585,0.0,0.9685349065880039,0.9685349065880039,1.0,"(0.0, 1.0)","[0.0, 1.0, 4.524390243902439, 164.0, 2.774390243902439, 1.701219512195122]","[0.0, 2.662764508463255, 8.997809027094183, 0.7365929778121476, 0.726101061903246, 0.6302499972658029]",0.7433507911757462
B00005JK9L,The Bad News Bears,Video_DVD,75,325,562,27,0,4.36,4.333333333333333,7.493333333333333,4.555555555555555,,22.226666666666667,3.783857456347124,0.5782918149466192,0.36,0.0,0.7578525753636427,0.7578525753636427,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.36, 75.0, 7.493333333333333, 4.333333333333333]","[2.287549822185683, 0.0, 8.670880548158255, 0.3368565447311651, 1.9611218365860328, 1.6053679739195839]",0.6069858155969096
B00005JLQX,Eight Crazy Nights,Video_DVD,21,49,124,1,0,3.5238095238095237,2.3333333333333335,5.904761904761905,5.0,,11.666666666666666,2.25247510310167,0.3951612903225806,0.047619047619047616,0.0,0.14847867331881104,0.14847867331881104,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.5238095238095237, 21.0, 5.904761904761905, 2.3333333333333335]","[2.287549822185683, 0.0, 7.007920058581377, 0.09431983252472623, 1.5453679952762334, 0.8644289090336222]",0.4265034343480341
B00005JM5F,Dumb and Dumberer: When Harry Met Lloyd,Video_DVD,34,68,241,0,0,2.235294117647059,2.0,7.088235294117647,,,7.029411764705882,1.3142495220379722,0.2821576763485477,0.0,0.0,0.029231958400674583,0.029231958400674583,0.0,"(1.0, 0.0)","[1.0, 0.0, 2.235294117647059, 34.0, 7.088235294117647, 2.0]","[2.287549822185683, 0.0, 4.445405569751939, 0.15270830027812818, 1.8551013814262374, 0.7409390648859618]",0.07159887042443515
B00005JN33,The Princess Diaries 2: Royal Engagement,Video_DVD,34,321,462,1,0,3.911764705882353,9.441176470588236,13.588235294117647,4.0,,42.8235294117647,2.817017881890404,0.6948051948051948,0.029411764705882353,0.0,0.35577260909282554,0.35577260909282554,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.911764705882353, 34.0, 13.588235294117647, 9.441176470588236]","[2.287549822185683, 0.0, 7.779459747065892, 0.15270830027812818, 3.5562524407424134, 3.497668232770496]",0.5379419980503461
B00005Q5CW,Amped: Freestyle Snowboarding,Video_Games,90,129,273,9,0,4.3,1.4333333333333333,3.033333333333333,4.777777777777778,,10.644444444444444,3.5361809305436753,0.4725274725274725,0.1,0.0,0.6965339233038348,0.6965339233038348,1.0,"(0.0, 1.0)","[0.0, 1.0, 4.3, 90.0, 3.033333333333333, 1.4333333333333333]","[0.0, 2.662764508463255, 8.551556503917544, 0.4042278536773981, 0.7938704943475489, 0.5310063298349393]",0.6858821242111541
B000063K1S,Scooby-Doo and the Ghoul School,Video_DVD,79,74,142,49,0,4.189873417721519,0.9367088607594937,1.7974683544303798,4.63265306122449,,7.481012658227848,3.6824141048824592,0.5211267605633803,0.620253164556962,0.0,0.43391188251001334,0.43391188251001334,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.189873417721519, 79.0, 1.7974683544303798, 0.9367088607594937]","[2.287549822185683, 0.0, 8.332544017652951, 0.3548222271168272, 0.4704254146502376, 0.3470220936807669]",0.27795245305454325
B000065V3K,Beaches,Video_DVD,34,97,121,8,0,4.735294117647059,2.8529411764705883,3.5588235294117645,4.75,,17.735294117647058,4.21011586452763,0.8016528925619835,0.23529411764705882,0.0,0.5565315157051507,0.5565315157051507,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.735294117647059, 34.0, 3.5588235294117645, 2.8529411764705883]","[2.287549822185683, 0.0, 9.417240746448186, 0.15270830027812818, 0.9313994487658701, 1.0569277837343867]",0.5823562797546072
B000066TS1,Mobile Suit Gundam: Federation vs. Zeon,Video_Games,56,76,118,12,0,4.553571428571429,1.3571428571428572,2.107142857142857,4.833333333333333,,10.214285714285714,3.9886479591836737,0.6440677966101694,0.21428571428571427,0.0,0.5528515240904621,0.5528515240904621,1.0,"(0.0, 1.0)","[0.0, 1.0, 4.553571428571429, 56.0, 2.107142857142857, 1.3571428571428572]","[0.0, 2.662764508463255, 9.055842643268164, 0.2515195533992699, 0.5514720467013978, 0.5027800797440456]",0.6590940839283393
B00006LEM2,Contra: Shattered Soldier,Video_Games,71,158,308,18,0,4.0,2.2253521126760565,4.338028169014085,3.9444444444444446,,13.28169014084507,3.0903196075884383,0.512987012987013,0.2535211267605634,0.0,0.6965339233038348,0.6965339233038348,1.0,"(0.0, 1.0)","[0.0, 1.0, 4.0, 71.0, 4.338028169014085, 2.2253521126760565]","[0.0, 2.662764508463255, 7.954936282713995, 0.31889086234550296, 1.1353294177018034, 0.8244251567040984]",0.6687454225461699
B000092Q4F,"Kiss Me, Stupid",Video_DVD,40,150,265,16,0,4.0,3.75,6.625,4.5625,,16.575,2.4276920122887864,0.5660377358490566,0.4,0.0,0.6404328578455485,0.6404328578455485,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.0, 40.0, 6.625, 3.75]","[2.287549822185683, 0.0, 7.954936282713995, 0.17965682385662138, 1.7338655027645642, 1.3892607466611784]",0.5096187110076094
