product_id,product_title,product_category,cnt,helpful_votes_cnt,total_votes_cnt,verified_purchase_cnt,vine_cnt,star_rating_mean,helpful_votes_mean,total_votes_mean,star_rating_with_verified_purchase_mean,star_rating_with_vine_mean,star_rating_with_votes_mean,star_rating_helpful_votes_weighted_mean,helpful_votes_ratio,verified_purchase_ratio,vine_ratio,percent_rank,label,product_category_idx,product_category_vec,unscaled_features,features,prediction
B00008438W,Continental Divide,Video_DVD,86,132,175,61,0,4.593023255813954,1.5348837209302326,2.0348837209302326,4.655737704918033,,11.488372093023257,4.345217724019256,0.7542857142857143,0.7093023255813954,0.0,0.19584006745836555,0.19584006745836555,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.593023255813954, 86.0, 2.0348837209302326, 1.5348837209302326]","[2.287549822185683, 0.0, 9.134301836255895, 0.38626217129173596, 0.5325607072993396, 0.5686276544473661]",0.5757490562079091
B00008DP4A,Scooby-Doo Meets the Boo Brothers,Video_DVD,65,72,110,51,0,4.723076923076923,1.1076923076923078,1.6923076923076923,4.803921568627451,,8.923076923076923,3.9961715769018,0.6545454545454545,0.7846153846153846,0.0,0.600660529829246,0.600660529829246,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.723076923076923, 65.0, 1.6923076923076923, 1.1076923076923078]","[2.287549822185683, 0.0, 9.392943995358449, 0.29194233876700976, 0.442903234378176, 0.4103662513214558]",0.5463666127419285
B0000DZ3BJ,"Ciao, Professore!",Video_DVD,32,130,144,20,0,4.625,4.0625,4.5,4.6,,23.78125,4.395876259157509,0.9027777777777778,0.625,0.0,0.8266460543883072,0.8266460543883072,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.625, 32.0, 4.5, 4.0625]","[2.287549822185683, 0.0, 9.197895076888058, 0.1437254590852971, 1.1777199641419682, 1.50503247554961]",0.7314148471024746
B0001V6ZJI,Prick Up Your Ears,Video_DVD,24,46,82,8,0,4.083333333333333,1.9166666666666667,3.4166666666666665,4.0,,12.541666666666666,2.987070105820107,0.5609756097560976,0.3333333333333333,0.0,0.3942800927552526,0.3942800927552526,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.083333333333333, 24.0, 3.4166666666666665, 1.9166666666666667]","[2.287549822185683, 0.0, 8.120664121937203, 0.10779409431397283, 0.8941947875892721, 0.7100666038490467]",0.41418133462638346
B0007NY3AI,The Return of Jafar,Video_DVD,104,12,45,87,0,4.451923076923077,0.11538461538461539,0.4326923076923077,4.459770114942529,,4.6826923076923075,4.100938644688645,0.26666666666666666,0.8365384615384616,0.0,0.2538121003443187,0.2538121003443187,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.451923076923077, 104.0, 0.4326923076923077, 0.11538461538461539]","[2.287549822185683, 0.0, 8.853691103116779, 0.4671077420272156, 0.11324230424442001, 0.042746484512651645]",0.3359729840462069
B000HE7KZC,Yoshi's Island DS,Video_Games,140,303,558,85,0,4.3428571428571425,2.164285714285714,3.9857142857142858,4.517647058823529,,12.464285714285714,3.701141917358304,0.543010752688172,0.6071428571428571,0.0,0.7819567354965585,0.7819567354965585,1.0,"(0.0, 1.0)","[0.0, 1.0, 4.3428571428571425, 140.0, 3.9857142857142858, 2.164285714285714]","[0.0, 2.662764508463255, 8.63678796408948, 0.6287988834981748, 1.0431233968114575, 0.8018019166444516]",0.8078225063270705
B000TUDBGG,From Beyond the Grave,Video_DVD,46,134,228,35,0,4.1521739130434785,2.9130434782608696,4.956521739130435,4.114285714285714,,16.891304347826086,2.817689315515403,0.5877192982456141,0.7608695652173914,0.0,0.7941817159721735,0.7941817159721735,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.1521739130434785, 46.0, 4.956521739130435, 2.9130434782608696]","[2.287549822185683, 0.0, 8.257569728252028, 0.20660534743511458, 1.2971988010839068, 1.0791938553773792]",0.40298936734343566
B000WCBULO,Underdog,Video_DVD,106,152,248,70,0,4.330188679245283,1.4339622641509433,2.339622641509434,4.614285714285714,,9.622641509433961,4.1726816917221585,0.6129032258064516,0.660377358490566,0.0,0.06275033377837116,0.06275033377837116,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.330188679245283, 106.0, 2.339622641509434, 1.4339622641509433]","[2.287549822185683, 0.0, 8.611593758881424, 0.47609058322004666, 0.6123156207698283, 0.5312393295408783]",0.44924048057572735
B0018PH3M4,The Wizard of Gore,Video_DVD,32,71,126,11,0,3.0,2.21875,3.9375,3.6363636363636362,,11.09375,2.1942060543623043,0.5634920634920635,0.34375,0.0,0.11088468835640503,0.11088468835640503,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.0, 32.0, 3.9375, 2.21875]","[2.287549822185683, 0.0, 5.966202212035497, 0.1437254590852971, 1.030504968624222, 0.821979275107864]",0.164259363102015
B001HVZO6Q,Cold Prey,Video_DVD,63,117,186,10,30,3.634920634920635,1.8571428571428572,2.9523809523809526,4.3,3.4,10.984126984126984,2.767688293955575,0.6290322580645161,0.15873015873015872,0.47619047619047616,0.47445717096479517,0.47445717096479517,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.634920634920635, 63.0, 2.9523809523809526, 1.8571428571428572]","[2.287549822185683, 0.0, 7.228890510878988, 0.28295949757417865, 0.7726839976381167, 0.688014845965536]",0.23703378711087808
B001UV4X8S,Observe and Report,Video_DVD,93,305,758,28,0,3.139784946236559,3.2795698924731185,8.150537634408602,4.428571428571429,,13.53763440860215,1.730321876684938,0.4023746701846966,0.3010752688172043,0.0,0.2243693345513316,0.2243693345513316,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.139784946236559, 93.0, 8.150537634408602, 3.2795698924731185]","[2.287549822185683, 0.0, 6.244197297184104, 0.4177021154666447, 2.133122420118547, 1.2149807246785933]",0.22405914565804816
B0021L8UWG,Armored,Video_DVD,61,52,91,30,0,3.6885245901639343,0.8524590163934426,1.4918032786885247,4.233333333333333,,5.655737704918033,3.1588512580315857,0.5714285714285714,0.4918032786885246,0.0,0.19584006745836555,0.19584006745836555,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.6885245901639343, 61.0, 1.4918032786885247, 0.8524590163934426]","[2.287549822185683, 0.0, 7.335494522994463, 0.2739766563813476, 0.3904281119742044, 0.3158100932300821]",0.26238154253484613
B002C39SQK,The Soloist,Video_DVD,77,247,415,28,0,3.6623376623376624,3.207792207792208,5.3896103896103895,4.142857142857143,,14.597402597402597,2.611300884490127,0.5951807228915663,0.36363636363636365,0.0,0.600660529829246,0.600660529829246,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.6623376623376624, 77.0, 5.3896103896103895, 3.207792207792208]","[2.287549822185683, 0.0, 7.283415687419957, 0.34583938592399616, 1.4105448343980282, 1.1883892793950168]",0.3602222118561609
B002I0K3M0,Nintendo Land,Video_Games,258,306,551,159,0,4.387596899224806,1.186046511627907,2.135658914728682,4.559748427672956,,9.127906976744185,4.0803741593246645,0.5553539019963702,0.6162790697674418,0.0,0.6688790560471977,0.6688790560471977,1.0,"(0.0, 1.0)","[0.0, 1.0, 4.387596899224806, 258.0, 2.135658914728682, 1.186046511627907]","[0.0, 2.662764508463255, 8.725763441891708, 1.1587865138752078, 0.5589351423274973, 0.43939409661841927]",0.6651539359301254
B0033PSH72,The Incredible Shrinking Woman,Video_DVD,72,180,229,56,0,4.166666666666667,2.5,3.1805555555555554,4.232142857142857,,11.75,3.7799070506118886,0.7860262008733624,0.7777777777777778,0.0,0.09394982784062961,0.09394982784062961,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.166666666666667, 72.0, 3.1805555555555554, 2.5]","[2.287549822185683, 0.0, 8.286391961160412, 0.3233822829419185, 0.8324008388534281, 0.9261738311074523]",0.2929982106837862
B0037QGRV0,Cyrus,Video_DVD,37,91,169,9,0,3.4324324324324325,2.4594594594594597,4.5675675675675675,4.0,,11.054054054054054,2.8316950449303393,0.5384615384615384,0.24324324324324326,0.0,0.3942800927552526,0.3942800927552526,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.4324324324324325, 37.0, 4.5675675675675675, 2.4594594594594597]","[2.287549822185683, 0.0, 6.826195323680253, 0.16618256206737478, 1.1954034470870427, 0.9111547960084126]",0.1933489833624278
B003BMJKI2,Super Scribblenauts,Video_Games,232,625,883,190,0,4.642241379310345,2.6939655172413794,3.8060344827586206,4.71578947368421,,16.38362068965517,4.2867390927415405,0.7078142695356738,0.8189655172413793,0.0,0.7819567354965585,0.7819567354965585,1.0,"(0.0, 1.0)","[0.0, 1.0, 4.642241379310345, 232.0, 3.8060344827586206, 2.6939655172413794]","[0.0, 2.662764508463255, 9.232183595348031, 1.042009578368404, 0.9960983987905726, 0.9980321455899271]",0.8247682247337655
B004P2VQZ2,I Saw the Devil,Video_DVD,63,234,403,28,0,4.492063492063492,3.7142857142857144,6.396825396825397,4.607142857142857,,22.317460317460316,3.426753958808994,0.5806451612903226,0.4444444444444444,0.0,0.9303632914060853,0.9303632914060853,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.492063492063492, 63.0, 6.396825396825397, 3.7142857142857144]","[2.287549822185683, 0.0, 8.9335197143177, 0.28295949757417865, 1.674148661549253, 1.376029691931072]",0.7606438628556533
B004P8R9O8,Legend of the Fist: The Return of Chen Zhen,Video_DVD,52,24,71,35,0,4.096153846153846,0.46153846153846156,1.3653846153846154,4.428571428571429,,5.134615384615385,3.0091117216117214,0.3380281690140845,0.6730769230769231,0.0,0.35577260909282554,0.35577260909282554,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.096153846153846, 52.0, 1.3653846153846154, 0.46153846153846156]","[2.287549822185683, 0.0, 8.146160712586926, 0.2335538710136078, 0.35734238228239207, 0.17098593805060658]",0.29494955238222004
B004Z29WAI,The Future,Video_DVD,39,206,367,8,0,3.128205128205128,5.282051282051282,9.41025641025641,3.875,,16.17948717948718,2.1500650077474788,0.5613079019073569,0.20512820512820512,0.0,0.2835359426603893,0.2835359426603893,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.128205128205128, 39.0, 9.41025641025641, 5.282051282051282]","[2.287549822185683, 0.0, 6.22116811853274, 0.17516540326020585, 2.4628104093453125, 1.9568390688013864]",0.25523181957914476
B004Z29XAC,Atlas Shrugged Part I,Video_DVD,39,1511,2006,15,0,4.615384615384615,38.743589743589745,51.43589743589744,4.866666666666666,,186.23076923076923,3.1911585246555028,0.7532402791625125,0.38461538461538464,0.0,0.09394982784062961,0.09394982784062961,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.615384615384615, 39.0, 51.43589743589744, 38.743589743589745]","[2.287549822185683, 0.0, 9.178772633900763, 0.17516540326020585, 13.461574063070017, 14.353319577470364]",0.7220369247564716
B0055HK6VQ,Christmas Cupid,Video_DVD,41,45,70,32,0,4.0,1.0975609756097562,1.7073170731707317,4.1875,,6.2926829268292686,3.5764353885774884,0.6428571428571429,0.7804878048780488,0.0,0.09394982784062961,0.09394982784062961,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.0, 41.0, 1.7073170731707317, 1.0975609756097562]","[2.287549822185683, 0.0, 7.954936282713995, 0.1841482444530369, 0.4468314227096898, 0.40661290146180834]",0.2054694530770928
B005ZMBEXA,1911,Video_DVD,29,96,150,15,0,3.6551724137931036,3.310344827586207,5.172413793103448,4.666666666666667,,12.448275862068966,2.9654568070610057,0.64,0.5172413793103449,0.0,0.09394982784062961,0.09394982784062961,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.6551724137931036, 29.0, 5.172413793103448, 3.310344827586207]","[2.287549822185683, 0.0, 7.269165913514513, 0.1302511972960505, 1.3537011082091588, 1.2263819005009022]",0.3139858185794786
B00B96TGQS,The Haunting in Connecticut 2: Ghosts of Georgia,Video_DVD,66,98,128,51,0,4.0606060606060606,1.4848484848484849,1.9393939393939394,4.431372549019608,,9.378787878787879,3.75513593647922,0.765625,0.7727272727272727,0.0,0.2243693345513316,0.2243693345513316,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.0606060606060606, 66.0, 1.9393939393939394, 1.4848484848484849]","[2.287549822185683, 0.0, 8.075465620330874, 0.29643375936342525, 0.5075695468355957, 0.5500911239304869]",0.2469309925601024
B00KO6EC4A,Moms' Night Out,Video_DVD,514,759,1404,397,0,4.610894941634241,1.4766536964980546,2.7315175097276265,4.680100755667507,,11.091439688715953,3.0459581702242726,0.5405982905982906,0.7723735408560312,0.0,0.19584006745836555,0.19584006745836555,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.610894941634241, 514.0, 2.7315175097276265, 1.4766536964980546]","[2.287549822185683, 0.0, 9.169843866747163, 2.3085901865575846, 0.7148806008021286, 0.5470552045218338]",0.5727277337309797
B00NCDQDUI,Fifty Shades of Grey,Video_DVD,888,4165,6289,668,0,3.9966216216216215,4.690315315315315,7.082207207207207,4.119760479041916,,18.829954954954953,2.6560444203047147,0.6622674511051041,0.7522522522522522,0.0,0.12866277844143068,0.12866277844143068,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.9966216216216215, 888.0, 7.082207207207207, 4.690315315315315]","[2.287549822185683, 0.0, 7.94821758652927, 3.9883814896169945, 1.853523737359569, 1.7376189218750175]",0.43818933787193237
B00PDRZG9U,Code Name: S.T.E.A.M.,Video_Games,34,97,202,19,0,4.264705882352941,2.8529411764705883,5.9411764705882355,4.315789473684211,,16.38235294117647,3.6384373530823835,0.4801980198019802,0.5588235294117647,0.0,0.4359636184857424,0.4359636184857424,1.0,"(0.0, 1.0)","[0.0, 1.0, 4.264705882352941, 34.0, 5.9411764705882355, 2.8529411764705883]","[0.0, 2.662764508463255, 8.481365889658305, 0.15270830027812818, 1.554898253311618, 1.0569277837343867]",0.721094539165201
B00QHND1BO,Doctor Who: Last Christmas,Video_DVD,67,103,117,58,0,4.6716417910447765,1.537313432835821,1.7462686567164178,4.724137931034483,,12.194029850746269,4.549945927629679,0.8803418803418803,0.8656716417910447,0.0,0.9730869229147635,0.9730869229147635,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.6716417910447765, 67.0, 1.7462686567164178, 1.537313432835821]","[2.287549822185683, 0.0, 9.29065319585627, 0.3009251799598408, 0.45702565772673387, 0.5695277886810005]",0.6044460642244152
0140275010,Cod: A Biography of the Fish that Changed the World,Books,179,594,804,72,0,4.4804469273743015,3.3184357541899443,4.4916201117318435,4.638888888888889,,19.35195530726257,3.944785994419504,0.7388059701492538,0.4022346368715084,0.0,0.33423342334233425,0.33423342334233425,2.0,"(0.0, 0.0)","[0.0, 0.0, 4.4804469273743015, 179.0, 4.4916201117318435, 3.3184357541899443]","[0.0, 0.0, 8.910417456336067, 0.8039642867583807, 1.1755268170951487, 1.2293793422968193]",0.7211094707172238
0307589676,"I Am Nujood, Age 10 and Divorced",Books,230,501,640,130,29,4.526086956521739,2.1782608695652175,2.782608695652174,4.592307692307692,4.482758620689655,12.621739130434783,4.180114561652871,0.7828125,0.5652173913043478,0.12608695652173912,0.18091809180918092,0.18091809180918092,2.0,"(0.0, 0.0)","[0.0, 0.0, 4.526086956521739, 230.0, 2.782608695652174, 2.1782608695652175]","[0.0, 0.0, 9.001183337288337, 1.033026737175573, 0.728251958503246, 0.8069792858866671]",0.5886145266482018
063407881X,Wicked - Piano/Vocal Arrangement,Books,129,358,393,86,0,4.728682170542636,2.7751937984496124,3.046511627906977,4.72093023255814,,18.217054263565892,4.448886163060231,0.910941475826972,0.6666666666666666,0.0,0.9735973597359736,0.9735973597359736,2.0,"(0.0, 0.0)","[0.0, 0.0, 4.728682170542636, 129.0, 3.046511627906977, 2.7751937984496124]","[0.0, 0.0, 9.404091341968096, 0.5793932569376039, 0.7973194589281541, 1.028124748950288]",0.8065714758378454
0767821556,"Bell, Book and Candle",Video_DVD,243,503,973,198,0,4.617283950617284,2.0699588477366255,4.004115226337449,4.717171717171717,,13.588477366255145,2.881108581541826,0.5169578622816033,0.8148148148148148,0.0,0.5140889607195559,0.5140889607195559,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.617283950617284, 243.0, 4.004115226337449, 2.0699588477366255]","[2.287549822185683, 0.0, 9.182549906589612, 1.091415204928975, 1.0479392090627664, 0.7668566864971992]",0.7822249175388943
0767847431,The Golden Voyage of Sinbad,Video_DVD,190,332,866,136,0,4.473684210526316,1.7473684210526317,4.557894736842106,4.617647058823529,,11.526315789473685,2.145436225055339,0.3833718244803695,0.7157894736842105,0.0,0.5140889607195559,0.5140889607195559,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.473684210526316, 190.0, 4.557894736842106, 1.7473684210526317]","[2.287549822185683, 0.0, 8.896968210930126, 0.8533699133189515, 1.192871916897011, 0.6473467619529982]",0.8258403403095291
0790729695,Lethal Weapon,Video_DVD,37,18,42,16,0,4.648648648648648,0.4864864864864865,1.135135135135135,4.75,,6.72972972972973,3.9510939510939513,0.42857142857142855,0.43243243243243246,0.0,0.7578525753636427,0.7578525753636427,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.648648648648648, 37.0, 1.135135135135135, 0.4864864864864865]","[2.287549822185683, 0.0, 9.244925950181129, 0.16618256206737478, 0.29708251347725323, 0.1802284211884772]",0.5524434124010746
141694737X,Dear Zoo: A Lift-the-Flap Book,Books,2163,1343,2018,1866,0,4.757743874248729,0.6208969024503005,0.932963476652797,4.768488745980707,,6.67036523347203,4.651318064557466,0.6655104063429138,0.8626907073509015,0.0,0.8377837783778378,0.8377837783778378,2.0,"(0.0, 0.0)","[0.0, 0.0, 4.757743874248729, 2163.0, 0.932963476652797, 0.6208969024503005]","[0.0, 0.0, 9.461887342280367, 9.7149427500468, 0.2441710471709551, 0.23002338514605797]",0.771085597996217
147675571X,"Red Notice: A True Story of High Finance, Murder, and One Man’s Fight for Justice",Books,227,1026,1368,143,24,4.612334801762114,4.5198237885462555,6.026431718061674,4.776223776223776,4.583333333333333,22.75770925110132,4.228502468961859,0.75,0.6299559471365639,0.10572687224669604,0.9522952295229523,0.9522952295229523,2.0,"(0.0, 0.0)","[0.0, 0.0, 4.612334801762114, 227.0, 6.026431718061674, 4.5198237885462555]","[0.0, 0.0, 9.172707365640477, 1.0195524753863263, 1.5772108770888031, 1.674457005667394]",0.7669892661204536
1556525893,I'm with the Band: Confessions of a Groupie,Books,152,1063,1570,76,0,4.052631578947368,6.993421052631579,10.328947368421053,3.710526315789474,,25.75,2.7450058816545497,0.6770700636942675,0.5,0.0,0.09160916091609161,0.09160916091609161,2.0,"(0.0, 0.0)","[0.0, 0.0, 4.052631578947368, 152.0, 10.328947368421053, 6.993421052631579]","[0.0, 0.0, 8.059606496960232, 0.6826959306551612, 2.703246116524693, 2.5908494275453204]",0.4042744708739658
1596436239,Relish: My Life in the Kitchen,Books,73,69,152,37,19,4.5479452054794525,0.9452054794520548,2.0821917808219177,4.54054054054054,4.526315789473684,8.178082191780822,4.414437921287236,0.45394736842105265,0.5068493150684932,0.2602739726027397,0.2962296229622962,0.2962296229622962,2.0,"(0.0, 0.0)","[0.0, 0.0, 4.5479452054794525, 73.0, 2.0821917808219177, 0.9452054794520548]","[0.0, 0.0, 9.044653581715913, 0.327873703538334, 0.5449419620991754, 0.35016983203514634]",0.5947263781159673
6305428395,I Love Trouble,Video_DVD,67,97,147,53,0,4.358208955223881,1.4477611940298507,2.1940298507462686,4.39622641509434,,10.343283582089553,3.703863466550034,0.6598639455782312,0.7910447761194029,0.0,0.14847867331881104,0.14847867331881104,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.358208955223881, 67.0, 2.1940298507462686, 1.4477611940298507]","[2.287549822185683, 0.0, 8.667318636389876, 0.3009251799598408, 0.5742117238105118, 0.5363514126413306]",0.4040719461474827
B00000F5KH,Central Station,Video_DVD,152,488,804,40,0,4.4868421052631575,3.210526315789474,5.2894736842105265,4.3,,18.907894736842106,3.8398394463016703,0.6069651741293532,0.2631578947368421,0.0,0.9303632914060853,0.9303632914060853,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.4868421052631575, 152.0, 5.2894736842105265, 3.210526315789474]","[2.287549822185683, 0.0, 8.923135764491684, 0.6826959306551612, 1.3843375017107344, 1.1894021831064125]",0.7881878546756483
B00000IBRJ,Tenebre,Video_DVD,51,150,223,4,0,4.078431372549019,2.9411764705882355,4.372549019607843,4.0,,15.450980392156863,3.550230930891709,0.672645739910314,0.0784313725490196,0.0,0.600660529829246,0.600660529829246,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.078431372549019, 51.0, 4.372549019607843, 2.9411764705882355]","[2.287549822185683, 0.0, 8.110915425512308, 0.22906245041719225, 1.1443640610181214, 1.0896162718911204]",0.40298936734343566
B000035Z48,An Extremely Goofy Movie,Video_DVD,84,47,72,58,0,4.5,0.5595238095238095,0.8571428571428571,4.655172413793103,,6.464285714285714,4.293981481481482,0.6527777777777778,0.6904761904761905,0.0,0.35577260909282554,0.35577260909282554,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.5, 84.0, 0.8571428571428571, 0.5595238095238095]","[2.287549822185683, 0.0, 8.949303318053245, 0.3772793300989049, 0.22432761221751774, 0.20728652410500123]",0.32221136629708486
B00003CXND,The Watcher,Video_DVD,98,163,295,26,0,3.173469387755102,1.663265306122449,3.010204081632653,4.423076923076923,,8.479591836734693,2.197072637351907,0.5525423728813559,0.2653061224489796,0.0,0.09394982784062961,0.09394982784062961,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.173469387755102, 98.0, 3.010204081632653, 1.663265306122449]","[2.287549822185683, 0.0, 6.3111866936838075, 0.44015921844872236, 0.7878172095734254, 0.6161891202878151]",0.2200032461888561
B00004Y633,Hellraiser: Bloodline,Video_DVD,62,76,122,9,0,3.467741935483871,1.2258064516129032,1.967741935483871,4.666666666666667,,7.870967741935484,2.9651038082726893,0.6229508196721312,0.14516129032258066,0.0,0.08207434474035556,0.08207434474035556,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.467741935483871, 62.0, 1.967741935483871, 1.2258064516129032]","[2.287549822185683, 0.0, 6.896416535417375, 0.27846807697776316, 0.5149886581552692, 0.4541239429946218]",0.11714356166519833
B0000542C7,Mermaids,Video_DVD,115,89,156,81,0,4.643478260869565,0.7739130434782608,1.3565217391304347,4.716049382716049,,7.956521739130435,4.257561641257293,0.5705128205128205,0.7043478260869566,0.0,0.5565315157051507,0.5565315157051507,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.643478260869565, 115.0, 1.3565217391304347, 0.7739130434782608]","[2.287549822185683, 0.0, 9.234643423846247, 0.5165133685877865, 0.3550228297703324, 0.28671120336891565]",0.5476066633037309
B00005JN2F,The Bourne Supremacy,Video_DVD,232,1124,2170,10,0,3.6810344827586206,4.844827586206897,9.35344827586207,4.6,,20.051724137931036,2.3450277359240665,0.5179723502304148,0.04310344827586207,0.0,0.8266460543883072,0.8266460543883072,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.6810344827586206, 232.0, 9.35344827586207, 4.844827586206897]","[2.287549822185683, 0.0, 7.320598691204474, 1.042009578368404, 2.4479428373448955, 1.794861010628925]",0.614537560207838
B00005JPXA,The 11th Hour,Video_DVD,121,242,601,61,0,4.198347107438017,2.0,4.966942148760331,4.377049180327869,,10.59504132231405,2.489199085747716,0.40266222961730447,0.5041322314049587,0.0,0.5140889607195559,0.5140889607195559,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.198347107438017, 121.0, 4.966942148760331, 2.0]","[2.287549822185683, 0.0, 8.349395933096508, 0.5434618921662797, 1.2999259842962771, 0.7409390648859618]",0.6810465219606942
B00005K3O7,The Beast Within,Video_DVD,34,93,164,14,0,4.029411764705882,2.735294117647059,4.823529411764706,4.571428571428571,,15.147058823529411,2.6537512732365673,0.5670731707317073,0.4117647058823529,0.0,0.14847867331881104,0.14847867331881104,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.029411764705882, 34.0, 4.823529411764706, 2.735294117647059]","[2.287549822185683, 0.0, 8.013428461263363, 0.15270830027812818, 1.2623926413025017, 1.013343132858742]",0.38725193062938346
B00005NPXX,Snood,Video_Games,22,208,277,3,0,3.4545454545454546,9.454545454545455,12.590909090909092,3.0,,26.0,2.5058441097633333,0.7509025270758123,0.13636363636363635,0.0,0.40904621435594885,0.40904621435594885,1.0,"(0.0, 1.0)","[0.0, 1.0, 3.4545454545454546, 22.0, 12.590909090909092, 9.454545454545455]","[0.0, 2.662764508463255, 6.870172244162087, 0.09881125312114175, 3.2952366673467193, 3.5026210340063653]",0.25577825384525293
B00005O0I3,Dead or Alive 3,Video_Games,204,393,688,25,0,4.161764705882353,1.9264705882352942,3.372549019607843,4.4,,12.343137254901961,3.444369329363335,0.5712209302325582,0.12254901960784313,0.0,0.9175270403146509,0.9175270403146509,1.0,"(0.0, 1.0)","[0.0, 1.0, 4.161764705882353, 204.0, 3.372549019607843, 1.9264705882352942]","[0.0, 2.662764508463255, 8.276643264735517, 0.916249801668769, 0.8826485134310175, 0.7136986580886838]",0.7189286110209335
B00005OSJN,Wind River,Video_DVD,48,212,246,39,0,4.416666666666667,4.416666666666667,5.125,4.435897435897436,,23.916666666666668,3.912000022546897,0.8617886178861789,0.8125,0.0,0.8856721242358232,0.8856721242358232,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.416666666666667, 48.0, 5.125, 4.416666666666667]","[2.287549822185683, 0.0, 8.783575478830038, 0.21558818862794565, 1.341292181383908, 1.6362404349564992]",0.5921871739221454
B00005T7H5,The Great Mouse Detective,Video_DVD,54,138,268,21,0,4.555555555555555,2.5555555555555554,4.962962962962963,4.571428571428571,,15.851851851851851,3.40273916329817,0.5149253731343284,0.3888888888888889,0.0,0.720609936055091,0.720609936055091,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.555555555555555, 54.0, 4.962962962962963, 2.5555555555555554]","[2.287549822185683, 0.0, 9.05978854420205, 0.24253671220643885, 1.298884569506368, 0.946755471798729]",0.772971938357861
B0000696HZ,Monkey Trouble,Video_DVD,22,13,28,14,0,4.136363636363637,0.5909090909090909,1.2727272727272727,4.214285714285714,,6.136363636363637,4.022058823529412,0.4642857142857143,0.6363636363636364,0.0,0.2835359426603893,0.2835359426603893,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.136363636363637, 22.0, 1.2727272727272727, 0.5909090909090909]","[2.287549822185683, 0.0, 8.226127292351974, 0.09881125312114175, 0.3330925151108597, 0.21891381462539783]",0.28546362719661306
B0000897DY,Cheats,Video_DVD,43,62,153,12,0,4.558139534883721,1.441860465116279,3.558139534883721,4.833333333333333,,10.651162790697674,2.9845514950166114,0.40522875816993464,0.27906976744186046,0.0,0.2243693345513316,0.2243693345513316,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.558139534883721, 43.0, 3.558139534883721, 1.441860465116279]","[2.287549822185683, 0.0, 9.064927391929903, 0.19313108564586798, 0.9312204367634167, 0.5341653723596469]",0.5925287707022078
B00008KUA0,Hamtaro: Ham-Ham Heartbreak,Video_Games,31,97,180,9,0,4.387096774193548,3.129032258064516,5.806451612903226,4.0,,18.870967741935484,3.570601739994736,0.5388888888888889,0.2903225806451613,0.0,0.5250737463126843,0.5250737463126843,1.0,"(0.0, 1.0)","[0.0, 1.0, 4.387096774193548, 31.0, 5.806451612903226, 3.129032258064516]","[0.0, 2.662764508463255, 8.724768826202446, 0.13923403848888158, 1.5196386634089911, 1.159211117644166]",0.721094539165201
B00008MTW2,"The Long, Hot Summer",Video_DVD,149,332,554,109,0,4.677852348993288,2.228187919463087,3.7181208053691277,4.724770642201835,,14.281879194630873,3.2869718867392685,0.5992779783393501,0.7315436241610739,0.0,0.5565315157051507,0.5565315157051507,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.677852348993288, 149.0, 3.7181208053691277, 2.228187919463087]","[2.287549822185683, 0.0, 9.3030043440464, 0.6692216688659146, 0.9730900225721855, 0.8254757367185883]",0.6242087015805744
