product_id,product_title,product_category,cnt,helpful_votes_cnt,total_votes_cnt,verified_purchase_cnt,vine_cnt,star_rating_mean,helpful_votes_mean,total_votes_mean,star_rating_with_verified_purchase_mean,star_rating_with_vine_mean,star_rating_with_votes_mean,star_rating_helpful_votes_weighted_mean,sentiment_score_mean,helpful_votes_ratio,verified_purchase_ratio,vine_ratio,percent_rank
B000BKLB52,The Exterminator,Video_DVD,21,45,63,15,0,3.238095238095238,2.142857142857143,3.0,3.2666666666666666,,9.285714285714286,2.7826617826617825,3.7142857142857144,0.7142857142857143,0.7142857142857143,0.0,0.3942800927552526
B0016C3260,Valkyria Chronicles,Video_Games,458,1182,2279,278,0,4.6593886462882095,2.5807860262008733,4.975982532751091,4.7086330935251794,,15.853711790393014,4.297286704081357,9.410480349344978,0.5186485300570426,0.6069868995633187,0.0,0.9006882989183874
B003ELKNNQ,Tour de Force,Video_DVD,1,1,1,0,0,5.0,1.0,1.0,,,10.0,5.0,2.0,1.0,0.0,0.0,0.9094230904363713
B00004VVO5,The Color of Paradise,Video_DVD,83,475,620,28,0,4.795180722891566,5.72289156626506,7.469879518072289,4.857142857142857,,32.903614457831324,4.365741408341826,5.506024096385542,0.7661290322580645,0.3373493975903614,0.0,0.7941817159721735
B010W0OJM2,Magic Mike XXL,Video_DVD,13,191,265,0,0,4.153846153846154,14.692307692307692,20.384615384615383,,,69.3076923076923,2.7103221246909746,7.923076923076923,0.720754716981132,0.0,0.0,0.43391188251001334
B00JK7QUD0,The Den,Video_DVD,20,10,16,9,0,4.25,0.5,0.8,4.111111111111111,,6.5,3.7333333333333334,4.35,0.625,0.45,0.0,0.43391188251001334
B00005NCCY,Mega Man Battle Network,Video_Games,51,113,181,13,0,4.686274509803922,2.215686274509804,3.549019607843137,4.615384615384615,,15.313725490196079,3.721778711484594,5.568627450980392,0.6243093922651933,0.2549019607843137,0.0,0.7260324483775811
B003X3BY8I,Bill Burr: Let It Go,Video_DVD,101,117,250,85,0,4.821782178217822,1.1584158415841583,2.4752475247524752,4.858823529411764,,10.03960396039604,4.561499321648219,5.267326732673268,0.468,0.8415841584158416,0.0,0.9818002951303493
B00006JBSA,Shrek: Hassle at the Castle,Video_Games,17,63,88,4,0,4.176470588235294,3.7058823529411766,5.176470588235294,4.25,,17.647058823529413,3.3683806389688744,5.647058823529412,0.7159090909090909,0.23529411764705882,0.0,0.4938544739429695
B00005JN0P,Lonely Are the Brave,Video_DVD,12,111,126,2,0,4.916666666666667,9.25,10.5,5.0,,50.75,4.195487982929021,8.5,0.8809523809523809,0.16666666666666666,0.0,0.9094230904363713
B0000AOX0E,The Serpent and the Rainbow,Video_DVD,61,118,239,24,0,4.163934426229508,1.9344262295081966,3.918032786885246,4.333333333333333,,11.262295081967213,2.7984519855300953,2.8852459016393444,0.49372384937238495,0.39344262295081966,0.0,0.43391188251001334
B0083H6B0U,Kill List,Video_DVD,18,47,126,6,0,3.6666666666666665,2.611111111111111,7.0,5.0,,11.944444444444445,1.8957179167963478,1.8333333333333333,0.373015873015873,0.3333333333333333,0.0,0.35577260909282554
